185	100010001011100001011
186	100010001010101
187	1000100010111000011
188	100010001010111
189	1000100010111111000
190	10001000101111110011
191	1101000111101010100
192	1100101001100111001001001000000000011110
193	1100101001100111001001001000000000011111
194	11001010010
195	0100010111
196	1100101001100000
197	11010001111010101010
198	1100101001100111001001001000000000011010
199	1100101001100111001001001000000000011100
200	1100101001100111001001001000000000010111
201	1100101001100111001001001000000000010110
202	11001010011001110010010010000000000110111110
203	1100101001100111011011
204	1100101001100111001001001000000000011101111
205	110010100110011100100100100000000001110110
206	11001010011001110011
207	11001010011001110010010010000000000110110
208	11001010011001110010010010000000000110011
209	11001010011001110010010010000000000110010
210	11001010011001110010010010000000000111010111110
211	110010100110011100100100100000000001101111110
212	110010100110011100100100100000000001101110
213	1100101001100111001001001000000000011011110
214	110010100110011100100100100000000001110101111111110
215	1100101001100111001001001000000000011101010
216	1100101001100111001001001000000000011011111110
217	110010100110011100100100100000000001110100
218	1100101001100111001001001000000000011101011111111111110
219	1100101001100111001001001000000000011101011110
220	11001010011001110010010010000000000111010110
221	110010100110011100100100100000000001110101110
222	11001010011001110010010010000000000111010111111111111111110
223	110010100110011100100100100000000001110101111111111110
224	1100101001100111001001001000000000011101011111111110
225	11001010011001110010010010000000000111010111111111110
226	01000100
227	1100101001100111001001001000000000011101011111111111111110
228	11001010011001110010010010000000000111010111111111111110
229	110010100110011100100100100000000001110101111111111111110
230	1100101001100111001001001000000000011101011111111111111111111111110
231	110010100110011100100100100000000001110101111111111111111111110
232	1100101001100111001001001000000000011101011111111111111111110
233	11001010011001110010010010000000000111010111111111111111111110
234	11001010011001110010010010000000000111010111111111111111111111111111110
235	110010100110011100100100100000000001110101111111111111111111111110
236	1100101001100111001001001000000000011101011111111111111111111110
237	11001010011001110010010010000000000111010111111111111111111111110
238	110010100110011100100100100000000001110101111111111111111111111111111111110
239	1100101001100110
240	11001010011001110010010010000000000111010111111111111111111111111111111110
241	1100101001100111001001001000000000011101011111111111111111111111111111110
242	11001010011001110010010010000000000111010111111111111111111111111111111010
243	11001010011001110010010010000000000111010111111111111111111111111111100
244	1100101001100111001001001000000000011101011111111111111111111111111111111110
245	11001010011001110010010010000000000111010111111111111111111111111111101
246	1100101001100111001001001000000000011101011111111111111111111111111111111111110
247	11001010011001110010010010000000000111010111111111111111111111111111111111111111
248	11001010011001110010010010000000000111010111111111111111111111111111111111110
249	1100101001100111001001001000000000011101011111111111111111111111111111101110
250	1100101001100111001001001000000000011101011111111111111111111111111111101111
251	11001010011001110010010010000000000111010111111111111111111111111111111111111011
252	110010100110011100100100100000000001110101111111111111111111111111111111111111101
253	11001010011001110010010010000000000111010111111111111111111111111111111011010
254	11001010011001110010010010000000000111010111111111111111111111111111111011011
255	11001010011001110010010011
# of bytes of the original text = 8609135
# of bytes of the compressed text = 4920723
compression ratio = 42.84
